"soda_id","title","type","description","updated_at","page_views_total","domain_category"
"w8wn-kuii","1:100 Flood Map (1% chance of occurring in any year)","dataset","(Note: Updated inundation maps for 1:2 to 1:1000 floods are available from Alberta Environment and Parks (2020). The new draft maps can be viewed here: https://floods.alberta.ca/?app_code=FI&mapType=D","2023-06-12T16:29:00.000Z",5895,"Environment"
"aaif-i7ky","Watershed Monitoring Program Results","chart","Results are displayed over time.  Users can filter for site and parameter.  Values below the reporting limit (< RL) are represented in red.","2026-05-24T08:06:16.000Z",5819,"Environment"
"5fsi-n9xm","City of Calgary Careers","dataset","This dataset contains the job opportunities with The City of Calgary. City of Calgary employees operate the facilities, deliver the services and run the programs that support our city. 
We are committ","2026-05-23T21:05:05.000Z",5794,"Government"
"i9fu-gjqj","Parks Sites","map","Identifies the areas for Calgary Parks where maintenance operations take place;","2026-05-21T14:17:53.000Z",5775,"Recreation and Culture"
"9hvp-ec6f","Development Permits by Community - Last 90 days","map","Applications for development permits in Calgary. For more information on the development permit process visit <a href=""http://www.calgary.ca/PDA/pd/Pages/Permits/Development-permits/Development-Permit","2026-05-23T21:10:14.000Z",5653,NA
"u6ce-yibw","Traffic Signs","dataset","Traffic sign and sign post data points","2026-04-24T16:38:40.000Z",5614,"Transportation/Transit"
"rb4x-9bd9","On-Street Parking Zones with Rates Map","map","Hourly prices by pricing area. These areas correspond with the PRICE_ZONE in the <a href=""https://data.calgary.ca/Transportation-Transit/On-Street-Parking-Zones/rhkg-vwwp"">On-Street Parking Zones</a> ","2026-05-01T16:05:29.000Z",5609,"Help and Information"
"wj3a-wgmh","2016 Census of Canada - Household Income","dataset","This is Statistics Canada collected census data for 2016. The data refers only to the population in private households. Residents of collective dwellings (dwellings of a commercial, institutional or c","2023-02-01T15:38:53.000Z",5606,"Demographics"
"99yf-6c5u","Historic Resource","dataset","The Inventory is a list of historic resources, including, but not limited to: buildings, structures, archeological sites, cultural landscapes, and parks that the CHA has evaluated and formally acknowl","2026-05-01T23:05:43.000Z",5591,"Recreation and Culture"
"i74e-mxx5","Lobbyist Information","href","The Alberta Lobbyist Registry is an online registration system which lobbyists use to register their lobbying activities in Alberta in compliance with the Alberta Lobbyists Act. All registrations are ","2023-02-01T15:39:25.000Z",5523,"Government"
"4jah-h97u","Current Traffic Incidents","dataset","Traffic incidents are traffic disruptions affecting traffic flow, such as traffic signal issues, hazardous road conditions, stalled vehicles, and unverified, unreported traffic collisions. This data i","2026-05-24T17:41:03.000Z",5461,"Transportation/Transit"
"yigb-2xmq","Calgary Bikeways","map","This data set contains the on-street bikeway network within the City of Calgary. A map of bikeways and connection trails is also available in fhe following formats: paper hardcopy, electronic, and the","2026-05-22T19:40:07.000Z",5431,"Transportation/Transit"
"aq3j-3uqr","Cemetery Burial Records","filter","City owned cemeteries.","2026-05-24T01:02:41.000Z",5343,"Services and Amenities"
"w8zq-79bq","Construction Detours","dataset","These are scheduled road closures due to construction, planned maintenance and utility work. Construction detours within The City of Calgary are updated twice a day. (3 am and 3 pm)
See Source URL for","2026-05-24T11:00:39.000Z",5271,"Transportation/Transit"
"qgzu-cewh","Fair Entry Subsidy Assistance Management System","dataset","Fair Entry is an application process for City subsidized programs and services. This process assesses an applicant’s income eligibility and Calgary residency in order for low-income Calgarians to acce","2026-05-24T03:04:49.000Z",5214,"Services and Amenities"
"r3gn-538m","Parcel Address Data Lens","story","<div><br></div>","2023-08-16T19:45:10.192Z",5161,NA
"ensa-5tb3","Map of Fire Stations","map","Fire Station locations for the City of Calgary","2026-05-01T17:06:28.000Z",5140,"Health and Safety"
"puzs-svjp","Cemetery Burial Records Map","map","City owned cemeteries.","2026-05-24T01:02:41.000Z",5100,"Services and Amenities"
"7u2t-3wxf","Calgary Emergency Shelters Daily Occupancy","dataset","This is a dataset of Calgary area emergency shelter occupancy. It is sourced from the provincial open data source provided by Community and Social Services, and content is limited to Calgary-area shel","2026-05-01T22:30:28.000Z",5042,"Services and Amenities"
"jgg4-4e72","Map of Historic Resources in Calgary","map","The Inventory is a list of historic resources, including, but not limited to: buildings, structures, archeological sites, cultural landscapes, and parks that the CHA has evaluated and formally acknowl","2026-04-01T23:00:44.000Z",5008,"Recreation and Culture"
"ufkw-t69m","Annual Waste Volumes","dataset","Annual Waste Volumes provides the number of tonnes of material managed at City of Calgary landfills, through the residential Black (garbage), Blue (recyclables), and Green (food and yard waste) Cart p","2026-05-13T22:20:41.000Z",4982,"Help and Information"
"nypk-snzd","Monthly Ridership By Year","chart","Transit ridership including system-level ridership, sub groups, and by fare product.  Sub groups include adult, youth, seniors, low income, free fare zone, and internal recoveries.  Fare products incl","2026-03-01T23:01:38.000Z",4978,"Transportation/Transit"
"jd78-wxjp","Communities by Ward","dataset","A list of communities with what Ward they are in.  
Note:  Ward boundaries do not follow community boundaries, therefore there may be some instances where a portion of a community is in an adjacent W","2026-05-19T22:07:46.000Z",4955,"Government"
"q9hh-gfbx","Recreation Program Listings","dataset","City of Calgary Registered Programs. Each program can have multiple sessions (classes) and therefore each class is listed in a new row. 
See <a href=""https://liveandplay.calgary.ca/REGPROG/public/cate","2026-05-24T12:31:29.000Z",4937,"Recreation and Culture"
"y3tg-gbwj","Senior management expenses","dataset","As part of The City of Calgary's commitment to an open, transparent and accountable local government we release the Senior Management Expense report twice per year in the spring and fall. It includes ","2026-05-19T14:12:19.000Z",4915,"Government"
"uwi9-9nzk","Urban Forest - Public Tree Locations","map","Information about Calgary's urban forest, including the locations and types of trees on public land.","2026-05-22T21:11:10.000Z",4882,"Environment"
"tp6q-x2v7","Regulatory Flood Map (Bylaw Flood Hazard)","dataset","Calgary’s Regulatory Flood Map shows the floodway, flood fringe and overland flood zones. The map is used for land planning purposes, showing the designated flood zones where various development and b","2026-05-07T15:47:11.000Z",4802,"Environment"
"5qyu-igab","Calgary Business Licences Map","map","This file includes the licensed businesses in the City of Calgary. Data fields include: Trade name, Business Location, Creation Date, Status, Licence Type and Community District of the business. All b","2026-05-24T05:14:53.000Z",4739,"Business and Economic Activity"
"vspk-q7t7","Map of Traffic Control Signals","map","This dataset contains the locations of traffic signals that are maintained by the City of Calgary. For more information, see http://www.calgary.ca/Transportation/Roads/Pages/Traffic/Traffic-signals-an","2026-05-24T11:00:38.000Z",4692,"Health and Safety"
"e6r9-m6yw","Rivers And Streams - Environmental Reserve Setback Guideline","map","Depicts basic components of The City of Calgary's 2007 Environmental Reserve (ER) Setback Guideline policy, including the base setback based on stream order, and the additional setback modifier based ","2024-04-16T17:44:49.000Z",4661,"Environment"
"kjkw-394k","Road Construction Projects map","map","Transportation Infrastructure (TI) is responsible for many of the major road construction projects that take place in Calgary. Major road construction projects include construction of new roadways, re","2026-05-23T16:48:44.000Z",4600,"Transportation/Transit"
"a2g3-5t6s","Alberta Township Sections","dataset","The Alberta Township File identifies land (section, township, range) in a grid format known as Dominion Land Survey (DLS) system. It is a graphic representation of these section boundaries (approximat","2026-01-20T21:34:58.000Z",4567,"Base Maps"
"s7f7-3gjj","Civic Census by Community","filter","Community-level tabulations of annual census counts of residents, dwellings, and dwelling occupancy. Community boundaries can change over time. These results are based on the community boundaries at t","2026-04-07T17:43:00.000Z",4561,"Demographics"
"cpiv-kk3e","Wastewater Treatment Plants Effluent Water Quality","dataset","This dataset contains results from the City of Calgary's Wastewater Treatment Plants that are reported monthly to Alberta Environment and Protected Areas. Results include laboratory and flow data for ","2026-05-04T17:34:01.000Z",4503,"Environment"
"dg68-2qx3","Tree Canopy coverage map (2012-Present)","map","Tree Canopy contains polygons outlining the extent of tree cover for all land within the City of Calgary. The tree canopy was derived by Remote Sensing software using City of Calgary Orthophotos and L","2026-05-20T14:01:15.000Z",4486,"Environment"
"yr3w-mcsu","Civic Census by Ward and Dwelling Structure","dataset","Ward-level tabulations of annual census counts of residents, dwellings, and dwelling occupancy, categorized by dwelling structure type. Ward boundaries can change over time. These results are based on","2026-04-07T19:13:35.000Z",4456,"Demographics"
